cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,target
7,3,0,5,2,1,73.363512846242,74.29234837660222,21.484757680156886,11.080186713799689,12.42221297157603,0.4646405814916488,1
1,1,1,4,1,1,90.3051308219621,12.079545256998491,31.163072219177813,57.675162027802116,5.633185040806776,31.924354900083408,1
0,1,0,6,1,1,49.81892191858955,90.65459385621637,68.93997499412163,50.84518593890833,94.62154957040438,93.24539903048239,0
7,1,1,0,2,3,91.9296718191672,20.891273507805586,77.38623249628709,16.790524512853345,81.39836821812574,25.377191965765313,0
4,3,0,5,0,2,64.18660715828838,36.34682690462002,28.081188793791135,58.38786757195429,23.960429389667514,98.1521996249895,0
2,1,1,3,2,1,12.982918254087894,66.09881475676202,55.261394310754305,29.09280223322247,1.5286296025582735,34.469499356538925,1
3,3,1,3,0,1,10.001677165671087,93.13822781506595,99.04030313693595,53.98949183724485,85.58386632885016,38.56616118002621,0
0,2,0,7,1,0,7.2476502875619015,57.33004003954102,91.88085416646724,6.705319648477836,19.699539081297967,86.79039873382995,1
1,2,1,1,1,2,4.2028336415490415,5.989554839108935,37.29979839411398,12.219665538763557,23.177047406157357,36.853571741911054,1
7,2,1,5,1,2,66.54964161206587,29.57967734111907,41.395111418514,9.640633299073166,71.57394824424304,69.45222032108666,0
2,0,0,4,2,2,3.6156766169115784,61.53182970378913,66.17563301122884,94.40958280680545,12.291781796476464,52.79375473438157,0
5,2,0,4,2,0,57.0845436914218,59.88535409206109,75.28160163255663,32.74194095493782,10.404157384030889,59.625567932914144,1
0,2,0,5,1,0,91.63713211887698,95.9351180224063,38.179163008004465,76.0913578433626,63.700296918390706,29.876678661826016,1
8,3,1,7,1,0,41.48778110628613,86.83799151226724,83.38916296125798,92.40757488023593,24.48458493005451,77.34786528725323,0
7,0,1,7,0,0,82.7863646024104,45.629469738612094,43.53391075021701,43.93369135764823,21.25462538737819,20.042788011358105,0
4,1,1,4,0,1,27.630990301259672,79.66926956557494,51.25924359503564,44.199427249899394,99.87994463917293,80.47160860838554,1
0,0,0,6,2,1,36.91029425430467,64.90962098971308,81.40441819049815,17.931684857114494,56.69020267097156,15.035842568258106,0
7,2,0,3,0,2,0.14759890552403787,50.36844556693168,92.13545976691505,21.60806419311684,95.72293651892345,55.36789715062479,0
4,1,0,2,2,2,9.021160803521798,53.31257416432364,90.11897056935113,98.18237411713933,17.88032600952063,42.05029500416888,1
4,3,1,8,2,0,2.2108588436094645,42.41307016823514,43.233183706816824,64.7873091894029,95.58556314805662,99.37269284737548,1
7,2,1,4,2,0,13.096980892761456,83.48373818705159,75.7460470750772,70.34107093533024,20.32436422570878,8.60505557686848,0
2,1,1,5,2,1,5.857567059871238,91.00378321853653,38.371694267006696,89.37361128108714,81.17540433294168,31.29072210689179,1
3,2,1,2,2,2,94.8017493502371,61.00514526864935,97.93494102981742,96.92493838753258,94.2481793136645,14.655216450089348,0
7,2,1,5,0,0,25.957451618739036,18.98642524881422,82.5367146640797,62.31697799053902,76.57023438444838,72.46170467560458,0
7,0,1,6,0,0,31.939115841233644,18.26260330052756,76.58135489962767,41.00341042697191,52.43199957210729,6.848395388294104,0
3,2,0,1,2,1,54.76014403951722,70.9679391798342,7.0101494379106395,16.753022391313756,38.69429294134847,29.079385498704458,1
1,1,0,3,2,2,3.429691630172571,71.01097790834744,9.180337697401963,21.904726867469705,17.92873749349637,11.4452177476148,1
7,1,1,5,1,2,92.89830940304627,93.3027592911477,83.31446874016709,28.710896576788826,61.79321041495669,26.793693380860795,0
8,1,0,5,0,3,64.10177715514838,39.81061076735227,48.79007664308769,59.95381909925026,62.923818792899844,66.50834615326615,0
8,1,1,5,2,3,62.43523255253339,19.824559260972364,71.96773263455256,92.00229985529309,58.999784473301375,28.870869014398515,1
8,3,1,0,0,1,15.559719092251068,30.694833139207134,71.37379468315052,81.12690555504962,47.60128693582906,1.4494309495226898,1
4,1,0,3,1,3,48.403335503164755,14.249529071786348,12.621407963774278,91.17773824664648,1.1647876278635394,3.0002017491221222,1
4,2,1,1,1,0,61.71349151515029,13.339383600647214,20.478791888301217,5.076031066072673,18.094619492808985,82.19077238699293,1
7,0,0,4,0,1,69.08621484226965,62.6524895382494,6.509142210274277,99.62594986401687,96.7553164205498,9.598066560928997,1
4,0,1,3,1,2,68.71319658824073,64.98625891897774,88.39755902644781,97.11673484746112,7.477769362604569,79.04052959067872,1
3,1,0,6,2,3,8.765497895210183,48.898444705825064,25.206798922431418,88.92884225982485,27.00381228103943,83.67854802706587,0
8,1,1,9,0,2,0.43417341875929827,37.94775774750519,89.54244893023744,6.659246433243471,30.53169832278887,50.81859095481608,1
6,0,0,0,1,3,15.181734551340897,39.93495385295933,0.915338408464661,58.55563228597751,10.510848302726627,36.786110344855096,1
4,1,0,0,1,1,97.27583946717877,97.49123277029442,62.93477934971128,24.75311037236064,61.28526477083046,96.41604923071027,1
8,1,0,0,0,3,60.06541239259376,85.18691808404748,67.81078186368235,99.42439211278024,93.61992793516994,56.95556414295285,0
8,0,1,1,1,1,42.14743104384593,82.27164034974156,58.951095061410754,50.53810611369134,31.911020104327747,90.77616771488375,0
6,0,1,7,1,0,62.15568609933575,51.928726460724526,24.32771472783205,98.47806636672026,8.70477984323681,14.945563268894368,1
4,1,0,0,0,1,26.322282312465994,87.42954135784292,3.885511574984979,68.46731047946423,51.12872903163318,57.1127048358673,0
4,1,0,9,2,2,26.82162549856798,45.1511216413251,24.136285789829603,89.66717346843623,5.813792474420976,71.7927844156119,1
7,0,1,1,0,0,47.97302536865674,23.544027872387552,48.12682056136567,30.899830530182992,97.10675263281605,80.32895745867104,1
2,2,0,7,1,3,61.6757344231666,2.9004983343602464,77.12039241793136,39.44272278534091,81.99847611011838,39.10406785474368,0
5,1,1,8,0,0,19.32846895031516,74.07216152581285,70.31964799517668,84.64317704323759,48.97620515687514,69.72306745152504,1
1,2,0,5,0,2,85.11125893154016,23.02907710418467,46.40397134171796,23.925617416234047,95.94904471600942,22.684988388244953,1
7,0,0,6,0,3,7.688711910322954,53.31019505754282,32.18528636039697,23.424448708872227,38.032928966377746,65.67355251910618,0
3,0,1,9,2,1,34.62992770098943,86.35481421564448,31.524744532491756,68.99088393784064,84.89897059140536,21.878359037937344,1
0,2,0,8,1,3,36.795229762310456,27.41910501994895,89.09919251954092,81.10617419051532,55.577997330428886,10.572530345609577,0
1,1,1,2,2,2,31.594349701691282,0.5727869295718446,87.17317371185247,64.9137470389567,90.37783697795508,76.38945266889246,1
7,3,1,5,1,3,33.969361891774106,89.82669011140051,74.9107801991415,64.42112500421264,30.21011246713129,93.40004263561781,1
4,0,1,7,2,0,41.17095202285132,84.32304459389532,3.2865464083377427,20.7916148558148,82.5730027604745,28.176554698376044,1
7,2,0,3,2,3,10.303818709355394,21.687416629125867,56.22803139337886,65.39653318850857,39.324131059994706,92.8276547516924,1
0,0,0,0,1,0,54.49524061160316,55.16066886509372,31.280661857336455,12.167948961863562,86.2562768963017,62.86585115975916,1
1,1,0,8,0,3,59.002645221344515,67.1217541714676,38.916244870183625,1.93880563853438,85.3294363397539,44.420309261960966,0
0,3,0,2,1,3,82.65819438296883,46.43250578324432,30.09752762363035,73.35488196956406,92.94128324427521,42.793250637129056,1
6,2,0,1,0,3,91.76073456040078,31.306827424205274,90.3042170751919,57.211023332775355,80.87279864329211,81.86774475289747,0
3,3,1,4,0,2,20.941786288929187,63.56811905561356,99.79545795605318,63.02098001209588,20.581358631906944,66.37415179363511,0
2,2,1,8,1,1,17.487786236793568,37.585780347340425,93.37672248812618,46.26772448287917,78.37101028382611,44.713071762707344,0
3,3,1,1,1,2,23.896885846681293,13.332064231756602,10.702128247075626,49.62737111993783,67.33888934715124,47.533265292067526,0
1,1,1,7,2,3,51.17145202801993,29.78256881441417,40.502895530625814,93.08325669311411,95.2630274839937,19.934383621329566,0
8,3,0,1,0,2,8.444679488671625,60.192990335007664,51.06667332345669,11.959917929015651,60.34658536996712,96.41193811243708,0
3,0,1,0,2,3,78.87942965526847,10.307348189178311,84.84177149421417,0.7275601173821089,37.3209572453429,60.91631205496353,1
1,2,0,0,0,2,17.173195570405177,13.300852882951952,67.93026679140077,52.035711864209745,69.3966774605535,94.43527341185495,0
5,0,0,8,1,3,66.44219532148851,83.39466854401249,60.218619403622384,20.941355058438926,47.828246197639004,3.1348051925870646,1
4,1,0,3,2,1,41.23473706459737,59.02134518448502,49.65368044751095,97.34333839174302,39.04035660788715,2.849520142592732,0
8,2,0,7,2,2,87.87449837076615,89.25599637109008,93.23335804376624,50.52434483052378,11.360195845437415,81.18956896626763,0
0,1,1,2,2,3,20.136953058998387,25.22502404796889,48.751013106114215,45.623265817043745,82.1397271285745,50.4791588868763,1
5,1,0,4,0,1,61.514088039147666,42.77526877710536,32.292826855618095,82.43355739574096,82.92468597311962,77.9725007579871,0
4,1,1,2,0,2,66.0813002686463,52.90699406762148,60.75167692330511,58.979710953746824,98.04638758217524,67.92037160513632,0
4,1,0,0,2,1,94.63537668922952,84.80676788133394,16.06174388098126,44.755415577725756,70.3402612784175,34.72810670284399,1
1,2,1,7,2,2,73.84287977532723,74.86017117832546,54.48712226600113,25.137707043770618,20.264287973845207,64.59484879668021,1
4,2,0,5,0,2,24.005101266046104,50.401476961619494,2.1925822197224165,65.7045227406134,54.11725959337868,13.6490508902264,1
3,1,0,2,0,3,32.78910711387878,8.834853659187935,7.586560584073432,51.47569469142776,66.93037728903852,42.06624200240987,0
4,0,1,2,0,0,86.11558705307664,6.274298487730112,81.39255621394238,37.99431159801831,84.21294011751962,73.70408021113803,1
0,1,0,2,0,1,26.137744497560465,14.779770801388059,53.01885087856054,76.95757077174392,99.69139741976898,61.274300822730744,0
4,1,1,2,1,3,61.19576401214621,10.440608712174093,62.71558853957798,60.4949155132811,24.79287646519561,22.743985464304274,0
3,0,0,0,2,0,28.5134335157754,13.208468085572179,4.0033127924709255,28.19040223645616,75.62161299626422,77.00561813988314,0
8,2,0,3,1,3,21.52067291035811,43.979467285033614,8.77013939632949,25.03640697806926,50.77437847493036,2.554702528863062,0
2,0,0,4,2,3,85.313859982295,77.01557718271647,23.433880032131448,74.89194604652211,15.046294945149041,24.24074063954723,0
4,3,1,1,1,2,77.69400551264106,25.02677738540724,37.76100959042053,30.067915686616765,8.564897272422245,18.679966982064357,1
4,0,0,9,2,0,77.99373236429281,87.37822980656725,11.59070528046582,27.906561591755995,19.903118824521528,17.85344425456552,0
1,0,0,0,0,3,37.79576270972987,70.485830204573,85.37579946954548,18.96898947912734,22.164052587253778,15.221444609841006,0
3,2,0,2,0,3,26.575126653501936,80.90392196227482,42.81431539936056,58.21150028278297,45.67170191220688,61.11814088019205,0
8,1,0,6,0,3,81.44688137559244,14.329990888595868,87.17832360883732,23.47032971121609,62.949527097430206,25.23273384576329,0
4,0,0,7,2,2,72.78946210457934,3.3796734893036806,96.005364434664,82.093908175462,17.85117229877008,95.78912938674375,0
0,1,1,7,1,2,49.52490106297932,81.17236098668201,42.11380109959341,99.56284644602418,68.39265027960063,46.112624509397584,0
1,2,0,3,1,0,4.129325184055876,1.700130059696825,2.549965683385491,4.9632230206271055,22.99037237799354,93.69539552597735,1
2,2,1,0,1,2,82.4706438181061,82.06045014720378,30.15316204853201,62.21505866308005,49.66604466295674,85.1102170136506,1
2,3,1,3,0,1,49.89196598921508,56.12081166341263,98.75612502673641,60.89114710111829,4.399302722688647,90.26361679677966,0
1,1,1,6,1,2,32.95593621312206,71.71590179207227,74.2868263373273,96.01790214613096,53.06471291192686,88.6378915228486,0
2,1,0,1,0,2,11.137719351603659,51.37877331451837,81.98827745472917,91.32751195138847,66.97751122016035,1.5885335220568342,1
7,2,1,1,2,0,82.83991035345657,89.98416482843702,99.50381447179593,90.70412733120594,25.691826053120636,4.918370155108597,1
7,1,0,3,2,0,17.852849136112336,68.77933000305002,80.11539223203852,98.84298063071074,66.86588587404046,13.230951308605865,1
3,3,1,8,0,0,36.7135956194784,31.317945285169447,34.86962120414212,20.34911253880971,84.27371642821139,81.9844389009956,0
7,1,1,4,2,1,16.85178469598243,5.922836137709098,96.69443887737755,61.67597720812867,30.51722103082429,20.610007123563822,0
7,2,1,9,2,3,57.9781222574219,98.45393915663931,19.962236945736088,6.6591300336812935,72.94631586385249,78.13146797546182,1
0,3,1,6,1,1,12.2729095034681,39.065653959823656,13.028441813153268,70.61053408497494,73.48354548566228,13.338105275888113,1
3,3,0,6,2,3,21.782804331359685,31.220955012756356,63.14379405955685,68.80241882377477,4.75783235376992,94.55973132793693,0
7,3,1,7,1,1,11.314381586009613,44.94726435737878,62.42372161009291,72.18071578209626,35.14982557073505,45.37085102729576,0
8,2,1,2,2,2,94.85471486215552,90.77618234297287,77.7298694039603,76.49375879983037,19.667942876126144,71.03658663422084,0
3,3,0,0,0,0,22.661771465479873,66.25201981281373,25.195713370004245,3.594906280820287,59.27588654803776,78.79270222805566,0
8,1,1,1,1,1,53.91658698163157,26.56001335624687,90.84012210046016,2.3259316065127877,8.010738554861085,70.92006132117972,1
7,3,1,5,1,1,94.11154462773769,29.033778990212866,85.58526571583901,63.17000332881815,17.73863907573593,65.92959174453303,1
7,1,1,2,1,3,8.57210642529994,13.050623035217246,63.23220278848368,5.248598686184169,90.90953551448082,11.844326872280897,0
7,3,0,8,0,1,95.73883558797985,48.36054077095688,14.005659526138114,39.140652170492714,29.515235150036546,90.30586408331376,1
2,1,1,2,0,1,15.73652655752139,89.63874057594225,55.534235960960096,75.77063730604708,87.74450127307297,95.22391311899344,0
